날짜,지점명,평균기온,최고기온,최저기온,일강수량,일조합
2022-04-25,서울,20.0,23.6,17.0,1.3,0.3
2022-04-26,서울,21.9,28.7,17.0,1.0,9.5
2022-04-27,서울,17.7,23.9,12.6,,11.8
2022-04-28,서울,18.2,25.9,11.6,0.0,8.3
2022-04-29,서울,13.4,16.5,10.7,15.5,1.5
2022-04-30,서울,13.0,17.8,10.5,,0.8
2022-05-01,서울,13.4,19.2,7.9,,10.0
2022-05-02,서울,14.2,19.4,9.1,,10.4
2022-05-03,서울,14.8,20.8,9.1,,12.5
2022-05-04,서울,17.8,25.2,10.0,,12.6
2022-05-05,서울,18.9,25.8,12.5,,12.7
2022-05-06,서울,19.6,25.6,13.7,,10.3
2022-05-07,서울,18.4,23.1,15.3,0.5,6.8
2022-05-08,서울,15.3,18.2,11.7,2.0,0.0
2022-05-09,서울,17.9,25.3,11.0,,12.8
2022-05-10,서울,19.9,26.3,13.6,0.0,9.5
2022-05-11,서울,19.7,25.2,16.6,0.0,9.8
2022-05-12,서울,20.9,28.1,14.1,,11.4
2022-05-13,서울,19.4,25.2,15.0,,4.8
2022-05-14,서울,15.7,20.0,11.9,,10.8
2022-05-15,서울,16.2,22.4,10.5,,12.9
2022-05-16,서울,17.3,23.7,10.9,,13.1
2022-05-17,서울,20.0,27.4,13.0,,12.8
2022-05-18,서울,20.0,25.4,15.7,1.5,6.4
2022-05-19,서울,19.9,24.2,16.1,,7.8
2022-05-20,서울,20.6,25.8,15.6,,10.8
2022-05-21,서울,20.1,26.0,16.1,,9.3
2022-05-22,서울,20.3,25.8,15.7,,9.0
2022-05-23,서울,23.0,30.7,17.8,,10.4
2022-05-24,서울,22.9,30.2,16.7,,12.3
2022-05-25,서울,21.0,26.7,16.7,3.5,8.1
2022-05-26,서울,18.7,23.5,14.1,0.0,11.6
2022-05-27,서울,20.0,25.6,16.0,0.0,11.8
2022-05-28,서울,22.3,29.3,15.0,,12.4
2022-05-29,서울,23.1,29.7,19.3,,7.0
2022-05-30,서울,20.8,24.7,17.2,0.0,0.2
2022-05-31,서울,20.7,27.2,14.2,,12.0
2022-06-01,서울,22.1,28.6,16.2,,13.5
2022-06-02,서울,21.5,26.9,17.1,,10.4
2022-06-03,서울,24.5,32.6,18.7,,10.6
2022-06-04,서울,25.6,29.7,20.3,,6.2
2022-06-05,서울,22.7,27.0,20.2,0.0,0.1
2022-06-06,서울,19.7,24.5,16.7,4.3,5.5
2022-06-07,서울,20.6,25.1,15.1,0.0,6.2
2022-06-08,서울,21.2,25.8,16.2,,5.1
2022-06-09,서울,20.9,24.5,18.5,2.6,2.6
2022-06-10,서울,20.9,26.6,17.2,1.2,4.8
2022-06-11,서울,24.6,32.7,17.7,,10.7
2022-06-12,서울,24.6,31.5,18.9,,9.3
2022-06-13,서울,23.6,29.2,19.6,18.0,7.7
2022-06-14,서울,21.5,27.1,17.7,0.0,5.7
2022-06-15,서울,17.5,20.1,14.9,18.5,0.0
2022-06-16,서울,20.3,24.8,17.6,0.7,3.8
2022-06-17,서울,22.5,28.1,16.5,,3.2
2022-06-18,서울,23.3,25.1,22.0,0.0,0.0
2022-06-19,서울,23.4,25.1,22.3,,0.0
2022-06-20,서울,25.2,29.0,22.0,,1.8
2022-06-21,서울,26.5,32.6,21.2,,12.6
2022-06-22,서울,25.9,31.0,21.9,,7.4
2022-06-23,서울,24.3,26.4,23.3,103.0,0.0
2022-06-24,서울,22.6,24.9,20.6,19.1,1.7
2022-06-25,서울,26.0,30.5,21.5,,3.0
2022-06-26,서울,26.5,28.1,24.8,,0.0
2022-06-27,서울,26.8,28.1,25.4,6.1,0.0
2022-06-28,서울,26.9,27.9,25.7,6.3,0.0
2022-06-29,서울,25.1,26.1,24.4,37.8,0.0
2022-06-30,서울,22.3,24.5,21.2,176.2,0.0
2022-07-01,서울,26.6,30.9,21.9,,7.2
2022-07-02,서울,28.8,33.8,24.0,,10.8
2022-07-03,서울,29.3,34.2,24.4,,10.8
2022-07-04,서울,29.3,32.6,26.4,0.0,3.6
2022-07-05,서울,29.2,33.1,26.7,0.0,2.6
2022-07-06,서울,29.5,33.3,26.2,16.1,1.1
2022-07-07,서울,28.2,31.0,26.4,0.0,0.6
2022-07-08,서울,25.8,27.9,24.0,1.7,0.0
2022-07-09,서울,26.9,30.9,24.0,0.1,1.8
2022-07-10,서울,29.2,35.1,24.6,0.0,8.4
2022-07-11,서울,27.0,30.6,24.7,9.0,2.8
2022-07-12,서울,26.8,29.4,23.2,,0.8
2022-07-13,서울,25.0,27.1,24.0,114.5,0.0
2022-07-14,서울,25.7,29.9,23.3,0.9,3.9
2022-07-15,서울,26.0,30.3,23.0,,8.9
2022-07-16,서울,24.8,28.2,23.2,34.0,1.5
2022-07-17,서울,25.5,29.7,22.5,0.0,3.6
2022-07-18,서울,26.8,30.1,23.1,,5.2
2022-07-19,서울,27.4,31.1,24.3,,8.4
2022-07-20,서울,27.1,30.4,24.3,1.1,3.1
2022-07-21,서울,23.2,25.2,20.8,10.4,0.5
2022-07-22,서울,25.1,27.5,22.9,5.2,2.5
2022-07-23,서울,24.8,28.0,22.3,9.9,0.1
2022-07-24,서울,25.0,28.4,22.0,1.2,0.4
2022-07-25,서울,27.5,32.0,23.6,,9.6
2022-07-26,서울,28.9,33.1,24.4,,9.0
2022-07-27,서울,29.3,33.4,26.4,,6.0
2022-07-28,서울,29.7,34.4,25.1,,9.9
2022-07-29,서울,30.7,34.3,27.3,,7.6
2022-07-30,서울,30.9,36.1,27.3,1.0,9.4
2022-07-31,서울,27.2,29.0,25.4,47.2,0.0
2022-08-01,서울,28.6,32.4,25.4,30.0,3.2
2022-08-02,서울,26.8,28.5,25.5,33.5,0.0
2022-08-03,서울,27.1,30.0,25.2,51.1,1.3
2022-08-04,서울,28.9,32.9,26.0,0.0,8.7
2022-08-05,서울,29.4,32.7,27.0,0.0,6.3
2022-08-06,서울,28.7,30.3,27.4,13.6,0.4
2022-08-07,서울,28.9,31.7,27.2,0.9,0.6
2022-08-08,서울,26.8,28.4,,129.6,
2022-08-09,서울,25.1,26.5,22.0,123.1,0.0
2022-08-10,서울,24.7,28.8,21.4,7.6,3.1
2022-08-11,서울,25.0,27.5,23.4,38.8,0.8
2022-08-12,서울,27.0,32.4,23.0,,10.6
2022-08-13,서울,25.8,27.5,24.7,4.0,0.8
2022-08-14,서울,27.6,31.5,24.5,3.0,2.2
2022-08-15,서울,28.1,29.8,26.6,0.9,0.0
2022-08-16,서울,26.7,30.0,24.1,0.0,9.2
2022-08-17,서울,26.0,30.5,22.8,0.0,6.0
2022-08-18,서울,25.6,29.8,22.4,,2.6
2022-08-19,서울,26.0,27.5,23.3,66.1,0.0
2022-08-20,서울,28.2,32.0,25.7,0.0,9.6
2022-08-21,서울,28.1,32.0,24.7,,5.5
2022-08-22,서울,26.8,30.2,22.9,3.2,1.5
2022-08-23,서울,25.4,30.2,22.4,2.2,7.1
2022-08-24,서울,24.8,27.9,22.4,,2.0
2022-08-25,서울,22.2,24.0,21.1,1.6,0.0
2022-08-26,서울,23.8,28.4,19.9,,7.8
2022-08-27,서울,21.5,25.5,17.6,17.6,12.4
2022-08-28,서울,22.6,28.4,16.1,,12.1
2022-08-29,서울,21.0,22.5,19.5,2.2,0.0
2022-08-30,서울,19.1,20.3,17.9,35.8,0.0
2022-08-31,서울,21.7,24.9,19.6,0.0,2.5
2022-09-01,서울,24.0,30.4,18.3,,12.1
2022-09-02,서울,24.7,29.8,20.3,,11.6
2022-09-03,서울,24.2,29.2,20.5,,4.5
2022-09-04,서울,22.3,24.0,19.8,33.8,0.0
2022-09-05,서울,19.2,22.7,17.7,120.0,0.0
2022-09-06,서울,21.0,26.3,17.0,25.3,8.4
2022-09-07,서울,22.8,28.1,17.9,,11.9
2022-09-08,서울,23.2,29.5,16.7,,11.8
2022-09-09,서울,24.3,30.8,18.9,,11.1
2022-09-10,서울,23.6,28.4,19.0,,6.5
2022-09-11,서울,23.3,26.4,20.6,0.1,1.8
2022-09-12,서울,23.8,27.5,20.3,,3.5
2022-09-13,서울,24.3,26.4,21.8,0.0,0.1
2022-09-14,서울,24.6,27.9,22.7,0.0,1.1
2022-09-15,서울,25.2,28.3,22.0,0.1,3.4
2022-09-16,서울,25.7,29.9,23.4,14.6,1.8
2022-09-17,서울,25.6,29.4,23.3,4.3,3.8
2022-09-18,서울,27.1,32.5,23.0,,5.7
2022-09-19,서울,24.6,29.6,19.5,,6.9
2022-09-20,서울,19.9,24.6,16.1,,9.7
2022-09-21,서울,19.4,25.6,13.0,,11.0
2022-09-22,서울,19.8,24.7,14.2,,7.4
2022-09-23,서울,17.5,22.2,14.7,3.3,7.9
2022-09-24,서울,18.5,24.2,12.3,,10.7
2022-09-25,서울,19.6,25.2,15.4,,7.8
2022-09-26,서울,20.0,25.4,14.8,,8.7
2022-09-27,서울,20.9,28.0,14.0,,11.2
2022-09-28,서울,20.4,26.1,16.1,,5.0
2022-09-29,서울,20.4,26.5,16.4,,7.9
2022-09-30,서울,20.7,27.7,14.8,,10.6
2022-10-01,서울,20.9,27.6,14.4,,7.9
2022-10-02,서울,19.4,21.6,17.2,15.8,0.0
2022-10-03,서울,21.4,23.4,17.5,76.0,0.0
2022-10-04,서울,17.9,23.0,14.2,11.8,0.4
2022-10-05,서울,16.6,21.6,14.1,0.1,4.9
2022-10-06,서울,15.8,19.1,12.7,0.0,1.6
2022-10-07,서울,14.3,18.6,11.0,,7.6
2022-10-08,서울,15.8,21.6,11.1,,9.5
2022-10-09,서울,13.1,14.5,10.7,20.4,0.0
2022-10-10,서울,9.9,11.9,8.2,0.0,2.3
2022-10-11,서울,11.1,16.4,7.4,,10.3
2022-10-12,서울,13.5,20.6,6.5,,10.6
2022-10-13,서울,16.3,22.7,10.7,,10.4
2022-10-14,서울,17.1,23.0,12.4,,4.9
2022-10-15,서울,18.2,24.4,12.6,,8.2
2022-10-16,서울,16.9,20.5,15.1,,0.6
2022-10-17,서울,11.2,15.1,7.4,,10.1
2022-10-18,서울,9.4,14.2,5.0,,10.2
2022-10-19,서울,10.5,16.8,4.4,,10.2
2022-10-20,서울,12.9,19.7,6.0,,10.1
2022-10-21,서울,14.0,20.9,8.8,,8.8
2022-10-22,서울,15.1,20.8,10.5,,9.3
2022-10-23,서울,14.0,18.6,10.4,,7.7
2022-10-24,서울,10.6,14.8,7.5,,9.9
2022-10-25,서울,11.3,17.6,5.9,,9.9
2022-10-26,서울,12.9,17.8,8.0,,7.3
2022-10-27,서울,13.2,18.9,8.6,,9.2
2022-10-28,서울,13.6,20.6,8.2,,8.3
2022-10-29,서울,14.8,21.3,10.2,,9.3
2022-10-30,서울,14.9,21.3,10.4,,8.9
2022-10-31,서울,14.9,21.1,11.2,,7.6
2022-11-01,서울,13.1,17.8,9.4,,4.7
2022-11-02,서울,11.1,17.9,5.5,,9.6
2022-11-03,서울,9.3,13.4,5.6,0.0,0.6
2022-11-04,서울,4.9,9.8,1.6,,9.6
2022-11-05,서울,6.5,13.6,0.8,,9.7
2022-11-06,서울,9.6,16.4,3.7,,9.6
2022-11-07,서울,11.4,16.6,6.1,0.0,4.4
2022-11-08,서울,12.9,17.9,9.7,,8.1
2022-11-09,서울,11.4,16.0,6.7,,5.3
2022-11-10,서울,13.5,19.1,8.8,,7.9
2022-11-11,서울,15.6,22.1,10.9,,8.8
2022-11-12,서울,16.3,22.0,11.6,57.9,2.6
2022-11-13,서울,10.3,17.3,8.7,,0.0
2022-11-14,서울,9.7,13.8,5.9,,4.5
2022-11-15,서울,8.1,12.3,4.0,1.6,2.9
2022-11-16,서울,8.5,13.0,5.5,,8.3
2022-11-17,서울,10.2,16.6,5.4,,9.1
2022-11-18,서울,11.0,18.1,5.3,,9.1
2022-11-19,서울,12.9,19.2,8.7,,9.0
2022-11-20,서울,13.7,20.2,9.5,,9.1
2022-11-21,서울,11.8,16.2,9.3,,3.1
2022-11-22,서울,10.7,13.7,7.0,0.0,1.6
2022-11-23,서울,10.8,15.2,6.8,0.0,7.9
2022-11-24,서울,9.4,14.1,5.9,,6.5
2022-11-25,서울,12.3,17.8,7.1,1.7,7.6
2022-11-26,서울,6.7,12.9,1.0,,8.6
2022-11-27,서울,5.4,11.5,-1.1,,7.4
2022-11-28,서울,12.3,15.0,7.5,19.5,0.8
2022-11-29,서울,6.9,15.0,-1.6,3.8,2.0
2022-11-30,서울,-5.4,-1.6,-8.1,,9.1
2022-12-01,서울,-5.4,-1.2,-9.4,,8.1
2022-12-02,서울,-2.5,3.0,-7.6,,9.0
2022-12-03,서울,2.1,7.0,-0.3,1.1,2.6
2022-12-04,서울,-3.5,-0.2,-5.2,,1.3
2022-12-05,서울,-3.1,1.9,-7.0,,8.6
2022-12-06,서울,0.9,5.3,-3.9,0.1,4.8
2022-12-07,서울,4.9,9.0,1.2,0.1,7.8
2022-12-08,서울,3.7,9.1,0.1,,9.0
2022-12-09,서울,4.5,10.2,0.9,0.0,4.9
2022-12-10,서울,2.6,6.7,-0.6,,3.6
2022-12-11,서울,1.6,6.8,-1.5,,8.9
2022-12-12,서울,2.0,6.3,-2.0,5.4,2.3
2022-12-13,서울,0.0,3.1,-6.4,0.6,1.7
2022-12-14,서울,-8.4,-4.9,-11.0,,8.9
2022-12-15,서울,-4.5,-1.3,-8.5,2.4,0.0
2022-12-16,서울,-6.3,-2.2,-9.6,,8.2
2022-12-17,서울,-7.0,-3.2,-9.8,0.2,7.4
2022-12-18,서울,-9.5,-5.6,-12.4,,9.0
2022-12-19,서울,-7.0,-2.5,-12.0,,6.5
2022-12-20,서울,-3.2,2.9,-9.5,,7.7
2022-12-21,서울,-0.1,2.6,-2.6,3.6,0.0
2022-12-22,서울,-7.8,-2.6,-11.3,,7.4
2022-12-23,서울,-11.8,-8.6,-13.7,,8.4
2022-12-24,서울,-8.4,-2.0,-13.5,,8.9
2022-12-25,서울,-5.4,0.2,-9.6,,9.0
2022-12-26,서울,-3.9,1.7,-7.9,,7.6
2022-12-27,서울,-2.6,3.3,-7.3,,8.8
2022-12-28,서울,-3.3,0.1,-6.0,0.1,8.7
2022-12-29,서울,-2.9,2.1,-7.8,0.0,9.0
2022-12-30,서울,-1.8,2.3,-4.4,0.0,7.9
2022-12-31,서울,-1.2,2.1,-5.1,0.0,1.1
2023-01-01,서울,-0.2,3.8,-4.3,,9.0
2023-01-02,서울,-4.5,-0.4,-7.4,,9.1
2023-01-03,서울,-5.0,0.6,-9.0,,9.1
2023-01-04,서울,-1.8,3.3,-5.7,,8.7
2023-01-05,서울,-1.6,3.6,-5.6,,4.7
2023-01-06,서울,0.6,5.7,-4.7,3.9,7.1
2023-01-07,서울,1.5,3.8,-1.4,0.1,1.0
2023-01-08,서울,1.3,6.3,-3.7,,7.1
2023-01-09,서울,3.1,7.0,-1.3,,7.8
2023-01-10,서울,1.6,9.1,-3.9,,8.8
2023-01-11,서울,2.6,9.2,-2.0,,8.8
2023-01-12,서울,5.9,12.5,-0.6,0.0,9.0
2023-01-13,서울,8.3,10.1,5.1,37.3,0.0
2023-01-14,서울,6.6,8.4,3.8,1.6,0.0
2023-01-15,서울,-0.2,3.8,-3.5,3.2,0.0
2023-01-16,서울,-4.6,-1.2,-6.8,0.0,8.8
2023-01-17,서울,-3.7,-0.4,-7.0,0.0,0.2
2023-01-18,서울,-1.9,2.2,-4.6,0.0,8.9
2023-01-19,서울,-0.4,4.3,-6.0,1.0,3.1
2023-01-20,서울,-3.3,2.0,-7.7,,8.7
2023-01-21,서울,-4.5,1.5,-10.5,,8.5
2023-01-22,서울,-0.6,2.6,-2.8,0.0,0.3
2023-01-23,서울,-0.8,4.6,-6.9,,7.3
2023-01-24,서울,-14.7,-6.9,-17.0,0.0,9.4
2023-01-25,서울,-11.3,-5.4,-17.3,0.0,9.4
2023-01-26,서울,-6.0,-3.5,-9.0,0.8,0.0
2023-01-27,서울,-7.3,-3.8,-9.6,,9.4
2023-01-28,서울,-6.0,-0.6,-11.2,0.0,9.0
2023-01-29,서울,-1.8,4.9,-8.0,,5.2
2023-01-30,서울,-0.9,4.2,-4.4,,9.5
2023-01-31,서울,2.4,7.8,-3.5,,3.0
2023-02-01,서울,0.9,6.0,-3.0,,8.9
2023-02-02,서울,-2.4,1.4,-5.1,,7.6
2023-02-03,서울,-1.6,3.4,-3.9,,8.6
2023-02-04,서울,-0.2,6.0,-5.2,,8.2
2023-02-05,서울,1.7,7.1,-3.3,,7.0
2023-02-06,서울,3.0,8.8,-1.7,,7.1
2023-02-07,서울,3.5,9.5,-0.6,,6.4
2023-02-08,서울,2.1,7.8,-1.3,,9.5
2023-02-09,서울,4.0,9.9,-2.8,0.0,6.7
2023-02-10,서울,3.8,6.2,1.1,0.6,2.0
2023-02-11,서울,2.8,8.5,-1.2,,5.5
2023-02-12,서울,3.7,7.6,-0.9,,2.0
2023-02-13,서울,5.9,8.4,2.7,,0.8
2023-02-14,서울,1.7,6.6,-2.5,,9.5
2023-02-15,서울,3.2,8.9,-1.2,,9.4
2023-02-16,서울,2.3,4.5,-0.7,0.0,1.9
2023-02-17,서울,3.4,9.8,-1.5,,7.5
2023-02-18,서울,5.7,8.1,3.0,,0.0
2023-02-19,서울,3.5,6.1,0.2,0.4,7.0
2023-02-20,서울,-0.5,2.4,-3.5,,9.5
2023-02-21,서울,-1.3,4.8,-5.3,,10.0
2023-02-22,서울,1.2,8.4,-4.5,,9.2
2023-02-23,서울,2.9,9.2,-1.8,,10.0
2023-02-24,서울,3.5,8.5,-0.4,,9.8
2023-02-25,서울,0.7,5.7,-2.9,,10.2
2023-02-26,서울,2.2,9.4,-3.4,,10.4
2023-02-27,서울,4.4,12.4,-1.8,,10.5
2023-02-28,서울,4.3,8.7,-0.7,,3.0
2023-03-01,서울,6.0,9.0,2.9,,4.1
2023-03-02,서울,2.2,6.6,-1.8,,10.5
2023-03-03,서울,4.6,10.4,-1.9,,7.5
2023-03-04,서울,7.7,14.1,3.7,,8.7
2023-03-05,서울,8.0,15.4,2.5,,10.1
2023-03-06,서울,9.2,16.5,2.2,,10.0
2023-03-07,서울,11.7,19.4,6.3,,7.0
2023-03-08,서울,12.5,17.7,7.4,1.2,1.8
2023-03-09,서울,10.3,13.1,7.4,3.7,2.0
2023-03-10,서울,13.5,22.2,6.2,,9.6
2023-03-11,서울,15.2,22.8,10.2,,7.6
2023-03-12,서울,5.9,12.6,0.6,5.6,0.8
2023-03-13,서울,2.9,7.6,-1.9,,9.8
2023-03-14,서울,9.2,15.4,3.3,,9.1
2023-03-15,서울,8.6,14.4,3.5,,1.2
2023-03-16,서울,4.6,9.0,0.4,,6.7
2023-03-17,서울,7.2,12.7,0.7,,4.4
2023-03-18,서울,7.7,14.0,2.5,,9.9
2023-03-19,서울,8.3,15.2,2.3,,11.1
2023-03-20,서울,9.5,17.1,2.6,,10.0
2023-03-21,서울,13.0,22.2,5.0,,10.8
2023-03-22,서울,17.0,25.1,9.2,,6.2
2023-03-23,서울,17.4,23.3,12.3,0.0,5.3
2023-03-24,서울,12.5,18.3,7.6,,6.6
2023-03-25,서울,12.5,18.7,8.0,,5.7
2023-03-26,서울,9.4,14.0,4.7,,11.1
2023-03-27,서울,7.3,14.5,1.9,,11.1
2023-03-28,서울,9.2,15.7,2.8,,7.4
2023-03-29,서울,11.8,19.7,5.1,,11.0
2023-03-30,서울,13.3,21.2,6.4,,11.5
2023-03-31,서울,15.0,23.9,7.5,,11.2
2023-04-01,서울,17.5,25.6,9.4,,10.8
2023-04-02,서울,18.8,25.2,11.9,,11.7
2023-04-03,서울,19.0,25.9,11.3,,11.0
2023-04-04,서울,17.6,21.7,12.7,6.9,1.6
2023-04-05,서울,11.9,14.9,8.7,50.3,0.0
2023-04-06,서울,8.8,9.7,7.4,2.7,0.0
2023-04-07,서울,8.9,15.7,4.6,,10.4
2023-04-08,서울,8.8,14.9,3.1,,11.9
2023-04-09,서울,10.8,17.8,3.5,,12.0
2023-04-10,서울,13.2,19.1,6.2,,10.1
2023-04-11,서울,13.1,17.4,9.2,2.9,0.0
2023-04-12,서울,10.1,15.3,4.8,,10.7
2023-04-13,서울,11.9,17.2,5.1,0.0,4.4
2023-04-14,서울,16.2,21.3,11.9,,3.3
2023-04-15,서울,13.5,16.6,9.3,4.6,2.3
2023-04-16,서울,10.8,16.1,7.5,0.0,3.2
2023-04-17,서울,13.1,18.1,6.8,,6.1
2023-04-18,서울,14.0,18.4,10.7,1.5,3.6
2023-04-19,서울,19.1,28.4,11.5,,12.3
2023-04-20,서울,15.8,18.9,14.5,0.5,0.0
2023-04-21,서울,16.7,22.8,11.4,,7.8
2023-04-22,서울,16.9,22.5,12.2,,5.6
2023-04-23,서울,16.1,22.1,10.7,,4.4
2023-04-24,서울,15.8,21.3,11.5,,7.8
2023-04-25,서울,10.9,13.2,9.0,0.4,0.0
2023-04-26,서울,10.2,13.5,7.4,0.0,4.1
2023-04-27,서울,12.9,20.0,5.1,,12.2
2023-04-28,서울,15.7,21.3,9.0,1.9,8.4
2023-04-29,서울,13.2,15.8,9.9,25.1,0.8
2023-04-30,서울,12.7,17.9,7.9,0.1,5.8
2023-05-01,서울,14.6,20.8,9.8,,11.4
2023-05-02,서울,16.7,23.7,9.1,,8.2
2023-05-03,서울,19.5,26.2,12.4,,10.4
2023-05-04,서울,21.4,25.8,15.6,,2.5
2023-05-05,서울,18.4,21.6,15.5,30.2,0.0
2023-05-06,서울,12.6,15.5,11.7,47.5,0.0
2023-05-07,서울,14.4,18.6,11.1,,2.2
2023-05-08,서울,15.3,22.0,7.9,,12.7
2023-05-09,서울,17.0,24.4,10.0,,12.8
2023-05-10,서울,18.4,26.0,10.7,,12.7
2023-05-11,서울,19.5,26.7,12.8,,12.9
2023-05-12,서울,18.4,24.7,13.1,,6.7
2023-05-13,서울,17.8,23.9,12.6,0.0,8.8
2023-05-14,서울,18.1,23.8,12.9,,9.6
2023-05-15,서울,20.6,27.9,12.8,,11.6
2023-05-16,서울,24.0,31.2,17.2,,12.1
2023-05-17,서울,23.5,28.7,18.6,,11.4
2023-05-18,서울,21.2,27.6,18.8,1.3,1.4
2023-05-19,서울,22.3,27.8,16.7,,9.4
2023-05-20,서울,21.2,26.7,16.6,,9.7
2023-05-21,서울,17.8,21.9,15.3,0.2,5.8
2023-05-22,서울,20.3,26.8,15.9,0.0,7.9
2023-05-23,서울,20.5,26.9,14.1,,13.2
2023-05-24,서울,20.6,25.9,14.8,,6.2
2023-05-25,서울,21.2,27.4,15.7,0.0,10.4
2023-05-26,서울,21.4,27.3,15.8,0.5,10.7
2023-05-27,서울,19.3,20.7,18.6,31.8,0.0
2023-05-28,서울,19.2,20.2,18.4,41.8,0.0
2023-05-29,서울,23.2,28.5,19.0,2.3,4.1
2023-05-30,서울,24.0,28.9,20.5,,3.7
2023-05-31,서울,22.8,28.2,18.8,,7.1
2023-06-01,서울,22.8,26.3,19.7,,2.2
2023-06-02,서울,20.4,25.0,17.9,0.0,5.2
2023-06-03,서울,22.0,27.8,16.6,,13.3
2023-06-04,서울,22.1,28.0,16.9,,11.1
2023-06-05,서울,21.5,26.3,17.6,,10.9
2023-06-06,서울,20.3,25.2,17.3,0.0,7.9
2023-06-07,서울,21.4,25.7,18.9,0.0,1.0
2023-06-08,서울,20.4,23.9,18.3,1.9,0.9
2023-06-09,서울,23.3,28.4,18.3,1.2,11.8
2023-06-10,서울,23.2,28.5,19.6,0.8,5.6
2023-06-11,서울,22.1,27.3,17.9,32.2,6.4
2023-06-12,서울,22.2,27.5,18.4,0.0,6.7
2023-06-13,서울,22.0,26.0,19.2,0.0,9.9
2023-06-14,서울,20.6,25.0,17.5,30.6,4.2
2023-06-15,서울,22.7,28.3,17.7,,8.8
2023-06-16,서울,23.7,28.9,19.1,,12.5
2023-06-17,서울,24.2,30.2,18.9,,10.8
2023-06-18,서울,25.9,32.6,20.8,,12.3
2023-06-19,서울,28.5,34.0,23.3,,11.0
2023-06-20,서울,24.7,26.4,21.4,6.4,0.0
2023-06-21,서울,20.5,22.1,19.2,24.9,0.0
2023-06-22,서울,22.5,26.4,18.9,0.0,6.9
2023-06-23,서울,24.4,29.9,20.0,,5.3
2023-06-24,서울,26.4,31.1,21.9,,9.7
2023-06-25,서울,28.2,33.1,22.8,,8.7
2023-06-26,서울,24.2,27.5,22.3,30.3,0.0
2023-06-27,서울,25.3,29.1,21.4,2.5,6.8
2023-06-28,서울,26.5,30.1,24.2,0.0,3.8
2023-06-29,서울,24.2,25.9,23.2,63.8,0.0
2023-06-30,서울,25.3,29.1,23.2,1.0,1.4
2023-07-01,서울,27.7,32.9,23.3,,12.4
2023-07-02,서울,26.7,30.6,23.5,,4.3
2023-07-03,서울,29.1,34.9,24.1,,8.8
2023-07-04,서울,26.1,29.2,24.5,61.8,0.0
2023-07-05,서울,24.5,27.1,22.1,15.3,4.5
2023-07-06,서울,27.3,31.8,22.4,,8.8
2023-07-07,서울,26.7,31.4,23.3,,8.7
2023-07-08,서울,25.6,29.7,22.4,,1.6
2023-07-09,서울,24.7,27.0,21.6,47.5,1.1
2023-07-10,서울,26.3,30.9,22.9,11.5,5.9
2023-07-11,서울,23.5,25.9,21.6,58.3,0.0
2023-07-12,서울,25.8,29.1,22.0,0.7,1.2
2023-07-13,서울,25.2,26.5,24.7,91.6,0.0
2023-07-14,서울,24.6,25.1,23.9,72.7,0.0
2023-07-15,서울,24.5,25.7,23.7,2.3,0.0
2023-07-16,서울,24.6,25.4,23.7,9.7,0.0
2023-07-17,서울,25.5,27.8,23.7,1.4,0.4
2023-07-18,서울,25.2,27.7,24.1,2.3,2.0
2023-07-19,서울,27.2,32.4,22.5,,11.5
2023-07-20,서울,27.9,32.8,24.0,,9.9
2023-07-21,서울,29.5,34.3,24.6,,10.2
2023-07-22,서울,27.7,32.5,24.6,12.3,6.4
2023-07-23,서울,25.2,25.8,24.5,40.2,0.0
2023-07-24,서울,26.9,30.0,24.6,0.4,3.2
2023-07-25,서울,27.8,30.5,25.8,5.6,3.5
2023-07-26,서울,27.6,31.1,24.9,1.0,3.0
2023-07-27,서울,28.4,32.2,24.4,0.0,6.8
2023-07-28,서울,29.5,34.1,25.4,,9.5
2023-07-29,서울,29.1,33.3,26.1,,6.8
2023-07-30,서울,28.8,34.9,24.9,25.0,9.1
2023-07-31,서울,28.7,33.4,25.6,0.3,6.5
2023-08-01,서울,29.9,34.2,25.5,,10.3
2023-08-02,서울,29.7,33.7,26.8,,11.2
2023-08-03,서울,29.5,33.8,25.8,,11.0
2023-08-04,서울,30.0,34.4,26.5,,9.6
2023-08-05,서울,30.3,34.9,26.4,,12.7
2023-08-06,서울,29.8,33.0,27.0,4.9,3.8
2023-08-07,서울,30.4,34.6,27.3,,5.8
2023-08-08,서울,30.9,35.8,26.4,,11.0
2023-08-09,서울,28.3,31.6,25.1,0.2,3.3
2023-08-10,서울,22.2,25.1,20.9,86.1,0.0
2023-08-11,서울,23.5,24.9,21.6,46.7,0.0
2023-08-12,서울,23.3,24.1,22.5,1.5,0.1
2023-08-13,서울,27.0,31.1,22.6,,2.7
2023-08-14,서울,28.1,31.9,24.8,,3.9
2023-08-15,서울,28.6,32.7,24.7,,7.7
2023-08-16,서울,27.3,31.6,24.7,0.3,3.7
2023-08-17,서울,28.2,32.4,24.5,,6.2
2023-08-18,서울,29.1,33.3,25.5,0.1,7.3
2023-08-19,서울,29.1,33.6,26.4,,9.1
2023-08-20,서울,28.3,31.8,25.5,0.0,3.6
2023-08-21,서울,29.5,33.6,26.0,0.0,6.4
2023-08-22,서울,27.6,32.2,25.8,42.6,1.3
2023-08-23,서울,24.8,27.2,23.2,41.8,0.1
2023-08-24,서울,25.1,27.8,22.3,5.2,1.5
2023-08-25,서울,26.5,30.0,24.0,0.0,8.3
